# time passed	number of events	moving average
1530.0	237.0	234.5
1537.5	221.0	234.43414634146342
1545.0	231.0	234.41747572815535
1552.5	203.0	234.2657004830918
1560.0	235.0	234.26923076923077
1567.5	228.0	234.23923444976077
1575.0	241.0	234.27142857142857
1582.5	216.0	234.18483412322274
1590.0	253.0	234.27358490566039
1597.5	237.0	234.28638497652582
1605.0	227.0	234.25233644859813
1612.5	228.0	234.2232558139535
1620.0	227.0	234.1898148148148
1627.5	215.0	234.10138248847926
1635.0	220.0	234.03669724770643
1642.5	236.0	234.0456621004566
1650.0	244.0	234.0909090909091
1657.5	223.0	234.04072398190044
1665.0	245.0	234.0900900900901
1672.5	229.0	234.06726457399103
1680.0	218.0	233.99553571428572
1687.5	225.0	233.95555555555555
1695.0	230.0	233.93805309734512
1702.5	227.0	233.90748898678413
1710.0	242.0	233.94298245614036
1717.5	222.0	233.89082969432314
1725.0	271.0	234.05217391304348
1732.5	257.0	234.15151515151516
1740.0	259.0	234.25862068965517
1747.5	257.0	234.35622317596565
1755.0	247.0	234.4102564102564
1762.5	276.0	234.58723404255318
1770.0	215.0	234.50423728813558
1777.5	238.0	234.51898734177215
1785.0	222.0	234.46638655462183
1792.5	235.0	234.46861924686192
1800.0	241.0	234.49583333333334
1807.5	247.0	234.54771784232366
1815.0	245.0	234.5909090909091
1822.5	237.0	234.6008230452675
1830.0	227.0	234.56967213114754
1837.5	264.0	234.68979591836734
1845.0	254.0	234.76829268292684
1852.5	224.0	234.7246963562753
1860.0	217.0	234.65322580645162
1867.5	233.0	234.64658634538154
1875.0	219.0	234.584
1882.5	225.0	234.54581673306774
1890.0	249.0	234.6031746031746
1897.5	239.0	234.62055335968378
1905.0	243.0	234.6535433070866
1912.5	230.0	234.63529411764705
1920.0	216.0	234.5625
1927.5	261.0	234.66536964980546
1935.0	244.0	234.7015503875969
1942.5	235.0	234.7027027027027
1950.0	244.0	234.73846153846154
1957.5	205.0	234.62452107279694
1965.0	231.0	234.61068702290078
1972.5	236.0	234.61596958174906
1980.0	214.0	234.53787878787878
1987.5	225.0	234.50188679245284
1995.0	247.0	234.54887218045113
2002.5	243.0	234.58052434456928
2010.0	231.0	234.56716417910448
2017.5	220.0	234.51301115241637
2025.0	214.0	234.43703703703704
2032.5	242.0	234.4649446494465
2040.0	236.0	234.47058823529412
2047.5	250.0	234.52747252747253
2055.0	243.0	234.55839416058393
2062.5	172.0	234.3309090909091
2070.0	230.0	234.31521739130434
2077.5	256.0	234.39350180505414
2085.0	235.0	234.3956834532374
2092.5	244.0	234.43010752688173
2100.0	256.0	234.50714285714287
2107.5	231.0	234.49466192170817
2115.0	233.0	234.48936170212767
2122.5	243.0	234.51943462897526
2130.0	237.0	234.5281690140845
2137.5	215.0	234.459649122807
2145.0	242.0	234.48601398601397
2152.5	240.0	234.50522648083623
2160.0	220.0	234.45486111111111
2167.5	263.0	234.55363321799308
2175.0	236.0	234.55862068965519
2182.5	231.0	234.5463917525773
2190.0	256.0	234.61986301369862
2197.5	238.0	234.63139931740614
2205.0	238.0	234.64285714285714
2212.5	230.0	234.6271186440678
2220.0	219.0	234.57432432432432
2227.5	229.0	234.55555555555554
2235.0	231.0	234.54362416107384
2242.5	211.0	234.4648829431438
2250.0	233.0	234.46
2257.5	255.0	234.5282392026578
2265.0	243.0	234.5562913907285
2272.5	252.0	234.6138613861386
2280.0	237.0	234.62171052631578
2287.5	244.0	234.65245901639344
2295.0	222.0	234.61111111111111
2302.5	237.0	234.61889250814332
2310.0	239.0	234.63311688311688
2317.5	214.0	234.5663430420712
2325.0	208.0	234.4806451612903
2332.5	233.0	234.475884244373
2340.0	260.0	234.55769230769232
2347.5	220.0	234.5111821086262
2355.0	238.0	234.52229299363057
2362.5	258.0	234.5968253968254
2370.0	233.0	234.59177215189874
2377.5	237.0	234.5993690851735
2385.0	238.0	234.61006289308176
2392.5	220.0	234.56426332288402
2400.0	242.0	234.5875
2407.5	250.0	234.6355140186916
2415.0	223.0	234.59937888198758
2422.5	216.0	234.54179566563468
2430.0	225.0	234.51234567901236
2437.5	229.0	234.4953846153846
2445.0	224.0	234.46319018404907
2452.5	211.0	234.3914373088685
2460.0	243.0	234.41768292682926
2467.5	238.0	234.42857142857142
2475.0	237.0	234.43636363636364
2482.5	229.0	234.4199395770393
2490.0	243.0	234.44578313253012
2497.5	227.0	234.42342342342343
2505.0	259.0	234.49700598802394
2512.5	224.0	234.46567164179103
2520.0	231.0	234.45535714285714
2527.5	225.0	234.42729970326408
2535.0	218.0	234.37869822485206
2542.5	248.0	234.4188790560472
2550.0	250.0	234.46470588235294
2557.5	256.0	234.52785923753666
2565.0	223.0	234.49415204678363
2572.5	240.0	234.51020408163265
2580.0	240.0	234.52616279069767
2587.5	238.0	234.53623188405797
2595.0	256.0	234.59826589595374
2602.5	235.0	234.59942363112393
2610.0	244.0	234.6264367816092
2617.5	250.0	234.6704871060172
2625.0	226.0	234.6457142857143
2632.5	249.0	234.6866096866097
2640.0	244.0	234.7130681818182
2647.5	254.0	234.76770538243625
2655.0	262.0	234.84463276836158
2662.5	211.0	234.7774647887324
2670.0	242.0	234.79775280898878
2677.5	235.0	234.7983193277311
2685.0	232.0	234.7905027932961
2692.5	240.0	234.8050139275766
2700.0	228.0	234.7861111111111
2707.5	233.0	234.78116343490305
2715.0	257.0	234.84254143646407
2722.5	217.0	234.79338842975207
2730.0	272.0	234.8956043956044
2737.5	253.0	234.94520547945206
2745.0	215.0	234.89071038251367
2752.5	212.0	234.8283378746594
2760.0	221.0	234.79076086956522
2767.5	240.0	234.8048780487805
2775.0	257.0	234.86486486486487
2782.5	245.0	234.8921832884097
2790.0	245.0	234.91935483870967
2797.5	256.0	234.9758713136729
2805.0	234.0	234.97326203208556
2812.5	226.0	234.94933333333333
2820.0	256.0	235.00531914893617
2827.5	240.0	235.0185676392573
2835.0	219.0	234.97619047619048
2842.5	268.0	235.06332453825857
2850.0	210.0	234.99736842105264
2857.5	236.0	235.0
2865.0	221.0	234.9633507853403
2872.5	244.0	234.98694516971278
2880.0	199.0	234.89322916666666
2887.5	235.0	234.8935064935065
2895.0	235.0	234.89378238341968
2902.5	228.0	234.87596899224806
2910.0	242.0	234.8943298969072
2917.5	234.0	234.89203084832906
2925.0	254.0	234.94102564102565
2932.5	245.0	234.96675191815856
2940.0	231.0	234.95663265306123
2947.5	243.0	234.9770992366412
2955.0	222.0	234.94416243654823
2962.5	245.0	234.96962025316455
2970.0	216.0	234.92171717171718
2977.5	249.0	234.95717884130983
2985.0	226.0	234.93467336683418
2992.5	213.0	234.8796992481203
3000.0	218.0	234.8375
3007.5	211.0	234.77805486284288
3015.0	245.0	234.80348258706468
3022.5	219.0	234.76426799007444
3030.0	220.0	234.72772277227722
3037.5	221.0	234.69382716049384
3045.0	244.0	234.7167487684729
3052.5	253.0	234.76167076167076
3060.0	228.0	234.7450980392157
3067.5	216.0	234.69926650366747
3075.0	228.0	234.6829268292683
3082.5	220.0	234.64720194647202
3090.0	231.0	234.63834951456312
3097.5	219.0	234.6004842615012
3105.0	231.0	234.59178743961354
3112.5	237.0	234.59759036144578
3120.0	230.0	234.58653846153845
3127.5	238.0	234.5947242206235
3135.0	254.0	234.64114832535884
3142.5	248.0	234.67303102625297
3150.0	226.0	234.65238095238095
3157.5	243.0	234.67220902612826
3165.0	248.0	234.7037914691943
3172.5	219.0	234.66666666666666
3180.0	224.0	234.64150943396226
3187.5	225.0	234.61882352941177
3195.0	261.0	234.68075117370893
3202.5	243.0	234.70023419203747
3210.0	223.0	234.6728971962617
3217.5	241.0	234.6876456876457
3225.0	245.0	234.71162790697673
3232.5	227.0	234.6937354988399
3240.0	239.0	234.7037037037037
3247.5	260.0	234.7621247113164
3255.0	230.0	234.75115207373273
3262.5	235.0	234.75172413793103
3270.0	230.0	234.7408256880734
3277.5	249.0	234.77345537757438
3285.0	231.0	234.7648401826484
3292.5	225.0	234.74259681093395
3300.0	260.0	234.8
3307.5	266.0	234.87074829931973
3315.0	241.0	234.8846153846154
3322.5	234.0	234.882618510158
3330.0	228.0	234.86711711711712
3337.5	237.0	234.87191011235956
3345.0	235.0	234.87219730941703
3352.5	220.0	234.83892617449663
3360.0	226.0	234.81919642857142
3367.5	230.0	234.8084632516704
3375.0	246.0	234.83333333333334
3382.5	205.0	234.76718403547673
3390.0	242.0	234.78318584070797
3397.5	255.0	234.82781456953643
3405.0	217.0	234.78854625550662
3412.5	238.0	234.79560439560439
3420.0	213.0	234.74780701754386
3427.5	218.0	234.71115973741794
3435.0	213.0	234.66375545851528
3442.5	253.0	234.7037037037037
3450.0	270.0	234.7804347826087
3457.5	255.0	234.824295010846
3465.0	221.0	234.7943722943723
3472.5	233.0	234.79049676025917
3480.0	223.0	234.76508620689654
3487.5	261.0	234.82150537634408
3495.0	244.0	234.8412017167382
3502.5	250.0	234.87366167023555
3510.0	246.0	234.89743589743588
3517.5	224.0	234.87420042643924
3525.0	256.0	234.91914893617022
3532.5	243.0	234.93630573248407
3540.0	214.0	234.89194915254237
3547.5	232.0	234.88583509513742
3555.0	249.0	234.915611814346
3562.5	254.0	234.9557894736842
3570.0	231.0	234.94747899159663
3577.5	217.0	234.9098532494759
3585.0	228.0	234.89539748953976
3592.5	237.0	234.89979123173276
3600.0	228.0	234.88541666666666
3607.5	232.0	234.87941787941787
3615.0	251.0	234.91286307053943
3622.5	253.0	234.9503105590062
3630.0	241.0	234.96280991735537
3637.5	255.0	235.0041237113402
3645.0	204.0	234.940329218107
3652.5	240.0	234.95071868583162
3660.0	223.0	234.9262295081967
3667.5	229.0	234.91411042944785
3675.0	269.0	234.98367346938775
3682.5	241.0	234.9959266802444
3690.0	216.0	234.95731707317074
3697.5	217.0	234.920892494929
3705.0	244.0	234.93927125506073
3712.5	275.0	235.02020202020202
3720.0	241.0	235.03225806451613
3727.5	239.0	235.04024144869214
3735.0	232.0	235.03413654618473
3742.5	246.0	235.0561122244489
3750.0	243.0	235.072
3757.5	257.0	235.11576846307386
3765.0	238.0	235.1215139442231
3772.5	229.0	235.10934393638172
3780.0	211.0	235.06150793650792
3787.5	249.0	235.0891089108911
3795.0	229.0	235.07707509881422
3802.5	227.0	235.0611439842209
3810.0	229.0	235.04921259842519
3817.5	262.0	235.10216110019647
3825.0	226.0	235.0843137254902
3832.5	249.0	235.1115459882583
3840.0	247.0	235.134765625
3847.5	256.0	235.17543859649123
3855.0	228.0	235.1614785992218
3862.5	237.0	235.16504854368932
3870.0	254.0	235.2015503875969
3877.5	231.0	235.19342359767893
3885.0	234.0	235.1911196911197
3892.5	232.0	235.1849710982659
3900.0	244.0	235.20192307692307
3907.5	231.0	235.19385796545106
3915.0	231.0	235.18582375478928
3922.5	224.0	235.1644359464627
3930.0	272.0	235.23473282442748
3937.5	231.0	235.22666666666666
3945.0	223.0	235.20342205323195
3952.5	246.0	235.22390891840607
3960.0	256.0	235.26325757575756
3967.5	229.0	235.2514177693762
3975.0	233.0	235.24716981132076
3982.5	257.0	235.28813559322035
3990.0	268.0	235.34962406015038
3997.5	227.0	235.33395872420263
4005.0	226.0	235.31647940074907
4012.5	250.0	235.34392523364485
4020.0	239.0	235.3507462686567
4027.5	248.0	235.37430167597765
4035.0	248.0	235.39776951672863
4042.5	248.0	235.42115027829314
4050.0	239.0	235.42777777777778
4057.5	226.0	235.41035120147873
4065.0	219.0	235.38007380073802
4072.5	257.0	235.41988950276243
4080.0	225.0	235.40073529411765
4087.5	260.0	235.44587155963302
4095.0	239.0	235.45238095238096
4102.5	207.0	235.40036563071297
4110.0	234.0	235.3978102189781
4117.5	270.0	235.46083788706738
4125.0	253.0	235.49272727272728
4132.5	256.0	235.52994555353902
4140.0	226.0	235.51268115942028
4147.5	213.0	235.47197106690777
4155.0	225.0	235.45306859205778
4162.5	230.0	235.44324324324324
4170.0	223.0	235.4208633093525
4177.5	259.0	235.46319569120288
4185.0	226.0	235.44623655913978
4192.5	241.0	235.4561717352415
4200.0	228.0	235.44285714285715
4207.5	241.0	235.45276292335114
4215.0	242.0	235.4644128113879
4222.5	223.0	235.4422735346359
4230.0	214.0	235.40425531914894
4237.5	266.0	235.458407079646
4245.0	238.0	235.46289752650176
4252.5	242.0	235.47442680776015
4260.0	246.0	235.49295774647888
4267.5	223.0	235.47100175746925
4275.0	266.0	235.52456140350878
4282.5	225.0	235.5061295971979
4290.0	265.0	235.55769230769232
4297.5	218.0	235.52705061082025
4305.0	248.0	235.5487804878049
4312.5	240.0	235.55652173913043
4320.0	240.0	235.56423611111111
4327.5	216.0	235.53032928942807
4335.0	228.0	235.51730103806227
4342.5	209.0	235.47150259067357
4350.0	263.0	235.51896551724138
4357.5	226.0	235.5025817555938
4365.0	247.0	235.52233676975945
4372.5	238.0	235.52658662092625
4380.0	222.0	235.50342465753425
4387.5	245.0	235.51965811965812
4395.0	231.0	235.51194539249147
4402.5	228.0	235.4991482112436
4410.0	227.0	235.48469387755102
4417.5	268.0	235.53989813242785
4425.0	254.0	235.57118644067796
4432.5	250.0	235.59560067681895
4440.0	230.0	235.58614864864865
4447.5	242.0	235.59696458684655
4455.0	233.0	235.59259259259258
4462.5	241.0	235.6016806722689
4470.0	245.0	235.61744966442953
4477.5	258.0	235.65494137353434
4485.0	237.0	235.6571906354515
4492.5	213.0	235.6193656093489
4500.0	224.0	235.6
4507.5	213.0	235.56239600665558
4515.0	211.0	235.52159468438538
4522.5	223.0	235.50082918739636
4530.0	233.0	235.49668874172184
4537.5	219.0	235.4694214876033
4545.0	212.0	235.43069306930693
4552.5	223.0	235.41021416803954
4560.0	241.0	235.41940789473685
4567.5	241.0	235.42857142857142
4575.0	235.0	235.42786885245903
4582.5	237.0	235.430441898527
4590.0	249.0	235.45261437908496
4597.5	243.0	235.46492659053834
4605.0	254.0	235.49511400651465
4612.5	228.0	235.48292682926828
4620.0	247.0	235.50162337662337
4627.5	240.0	235.50891410048624
4635.0	225.0	235.49190938511327
4642.5	212.0	235.453957996769
4650.0	226.0	235.43870967741935
4657.5	235.0	235.4380032206119
4665.0	235.0	235.43729903536976
4672.5	223.0	235.41733547351524
4680.0	270.0	235.4727564102564
4687.5	238.0	235.4768
4695.0	243.0	235.4888178913738
4702.5	215.0	235.4561403508772
4710.0	241.0	235.46496815286625
4717.5	242.0	235.47535771065182
4725.0	235.0	235.47460317460317
4732.5	210.0	235.43423137876385
4740.0	264.0	235.47943037974684
4747.5	249.0	235.50078988941547
4755.0	240.0	235.50788643533124
4762.5	245.0	235.5228346456693
4770.0	233.0	235.5188679245283
4777.5	232.0	235.51334379905808
4785.0	240.0	235.5203761755486
4792.5	234.0	235.51799687010956
4800.0	226.0	235.503125
4807.5	225.0	235.4867394695788
4815.0	215.0	235.45482866043614
4822.5	253.0	235.48211508553655
4830.0	241.0	235.49068322981367
4837.5	258.0	235.52558139534884
4845.0	240.0	235.53250773993807
4852.5	228.0	235.5208655332303
4860.0	232.0	235.51543209876544
4867.5	250.0	235.537750385208
4875.0	248.0	235.55692307692308
4882.5	224.0	235.53917050691246
4890.0	236.0	235.53987730061348
4897.5	209.0	235.49923430321593
4905.0	247.0	235.51681957186545
4912.5	240.0	235.5236641221374
4920.0	212.0	235.4878048780488
4927.5	230.0	235.4794520547945
4935.0	243.0	235.49088145896656
4942.5	245.0	235.50531107739
4950.0	245.0	235.51969696969698
4957.5	255.0	235.54916792738274
4965.0	234.0	235.54682779456192
4972.5	247.0	235.56410256410257
4980.0	233.0	235.56024096385542
4987.5	253.0	235.58646616541353
4995.0	247.0	235.6036036036036
5002.5	220.0	235.58020989505246
5010.0	232.0	235.5748502994012
5017.5	223.0	235.55605381165918
5025.0	243.0	235.56716417910448
5032.5	256.0	235.59761549925486
5040.0	245.0	235.61160714285714
5047.5	244.0	235.62407132243686
5055.0	217.0	235.59643916913947
5062.5	218.0	235.57037037037037
5070.0	220.0	235.5473372781065
5077.5	239.0	235.55243722304283
5085.0	232.0	235.547197640118
5092.5	222.0	235.52724594992637
5100.0	247.0	235.5441176470588
5107.5	231.0	235.5374449339207
5115.0	210.0	235.5
5122.5	239.0	235.50512445095168
5130.0	249.0	235.5248538011696
5137.5	248.0	235.54306569343066
5145.0	263.0	235.58309037900875
5152.5	264.0	235.6244541484716
5160.0	240.0	235.63081395348837
5167.5	235.0	235.6298984034833
5175.0	192.0	235.56666666666666
5182.5	236.0	235.56729377713458
5190.0	208.0	235.52745664739885
5197.5	240.0	235.53391053391053
5205.0	225.0	235.5187319884726
5212.5	203.0	235.47194244604316
5220.0	257.0	235.5028735632184
5227.5	233.0	235.49928263988522
5235.0	228.0	235.48853868194843
5242.5	235.0	235.48783977110156
5250.0	231.0	235.48142857142858
5257.5	238.0	235.48502139800286
5265.0	231.0	235.47863247863248
5272.5	243.0	235.48933143669987
5280.0	255.0	235.51704545454547
5287.5	244.0	235.5290780141844
5295.0	263.0	235.56798866855524
5302.5	232.0	235.56294200848657
5310.0	210.0	235.52683615819208
5317.5	262.0	235.56417489421722
5325.0	251.0	235.58591549295775
5332.5	218.0	235.56118143459915
5340.0	257.0	235.59129213483146
5347.5	240.0	235.59747545582047
5355.0	237.0	235.59943977591035
5362.5	234.0	235.59720279720278
5370.0	246.0	235.61173184357543
5377.5	226.0	235.59832635983264
5385.0	258.0	235.62952646239555
5392.5	251.0	235.6509040333797
5400.0	239.0	235.65555555555557
5407.5	253.0	235.67961165048544
5415.0	247.0	235.69529085872577
5422.5	219.0	235.6721991701245
5430.0	223.0	235.65469613259668
5437.5	224.0	235.63862068965517
5445.0	229.0	235.62947658402203
5452.5	223.0	235.6121045392022
5460.0	197.0	235.55906593406593
5467.5	230.0	235.5514403292181
5475.0	231.0	235.54520547945205
5482.5	231.0	235.5389876880985
5490.0	239.0	235.54371584699453
5497.5	231.0	235.53751705320602
5505.0	235.0	235.5367847411444
5512.5	232.0	235.53197278911566
5520.0	242.0	235.54076086956522
5527.5	239.0	235.54545454545453
5535.0	228.0	235.53523035230353
5542.5	242.0	235.54397834912044
5550.0	240.0	235.55
5557.5	212.0	235.51821862348177
5565.0	250.0	235.53773584905662
5572.5	231.0	235.53162853297442
5580.0	243.0	235.54166666666666
5587.5	232.0	235.53691275167785
5595.0	265.0	235.57640750670242
5602.5	215.0	235.54886211512718
5610.0	257.0	235.57754010695186
5617.5	248.0	235.59412550066756
5625.0	252.0	235.616
5632.5	232.0	235.61118508655127
5640.0	238.0	235.61436170212767
5647.5	227.0	235.60292164674635
5655.0	253.0	235.6259946949602
5662.5	237.0	235.6278145695364
5670.0	245.0	235.64021164021165
5677.5	243.0	235.64993394980186
5685.0	236.0	235.65039577836413
5692.5	239.0	235.65480895915678
5700.0	250.0	235.67368421052632
5707.5	239.0	235.67805519053877
5715.0	236.0	235.6784776902887
5722.5	244.0	235.68938401048493
5730.0	245.0	235.70157068062827
5737.5	265.0	235.73986928104574
5745.0	228.0	235.72976501305482
5752.5	212.0	235.69882659713167
5760.0	219.0	235.67708333333334
5767.5	231.0	235.67100130039012
5775.0	211.0	235.63896103896104
5782.5	225.0	235.62516212710764
5790.0	234.0	235.62305699481865
5797.5	225.0	235.60931435963778
5805.0	247.0	235.62403100775194
5812.5	256.0	235.65032258064517
5820.0	222.0	235.6327319587629
5827.5	245.0	235.64478764478764
5835.0	212.0	235.61439588688947
5842.5	226.0	235.602053915276
5850.0	261.0	235.6346153846154
5857.5	214.0	235.60691421254802
5865.0	250.0	235.62531969309464
5872.5	218.0	235.60280970625797
5880.0	243.0	235.6122448979592
5887.5	242.0	235.6203821656051
5895.0	234.0	235.61832061068702
5902.5	237.0	235.62007623888184
5910.0	243.0	235.62944162436548
5917.5	246.0	235.6425855513308
5925.0	232.0	235.63797468354431
5932.5	243.0	235.6472819216182
5940.0	251.0	235.66666666666666
5947.5	231.0	235.66078184110972
5955.0	215.0	235.63476070528966
5962.5	232.0	235.6301886792453
5970.0	222.0	235.61306532663318
5977.5	248.0	235.62860727728983
5985.0	232.0	235.62406015037595
5992.5	239.0	235.62828535669587
6000.0	220.0	235.60875
6007.5	237.0	235.61048689138576
6015.0	225.0	235.59725685785537
6022.5	229.0	235.58904109589042
6030.0	220.0	235.56965174129354
6037.5	248.0	235.58509316770187
6045.0	257.0	235.61166253101737
6052.5	223.0	235.59603469640643
6060.0	222.0	235.57920792079207
6067.5	229.0	235.57107540173052
6075.0	268.0	235.61111111111111
6082.5	217.0	235.5881627620222
6090.0	242.0	235.5960591133005
6097.5	230.0	235.5891758917589
6105.0	228.0	235.57985257985257
6112.5	259.0	235.60858895705522
6120.0	239.0	235.61274509803923
6127.5	221.0	235.59485924112607
6135.0	207.0	235.559902200489
6142.5	250.0	235.5775335775336
6150.0	248.0	235.59268292682927
6157.5	244.0	235.6029232643118
6165.0	220.0	235.5839416058394
6172.5	231.0	235.57837181044957
6180.0	230.0	235.57160194174756
6187.5	232.0	235.56727272727272
6195.0	239.0	235.57142857142858
6202.5	246.0	235.58403869407496
6210.0	248.0	235.59903381642513
6217.5	227.0	235.58866103739444
6225.0	231.0	235.58313253012048
6232.5	198.0	235.5379061371841
6240.0	228.0	235.52884615384616
6247.5	228.0	235.51980792316928
6255.0	236.0	235.52038369304557
6262.5	256.0	235.5449101796407
6270.0	262.0	235.57655502392345
6277.5	256.0	235.6009557945042
6285.0	259.0	235.62887828162292
6292.5	258.0	235.6555423122765
6300.0	255.0	235.67857142857142
6307.5	200.0	235.63614744351963
6315.0	239.0	235.64014251781472
6322.5	240.0	235.6453143534994
6330.0	243.0	235.65402843601896
6337.5	223.0	235.63905325443787
6345.0	261.0	235.66903073286053
6352.5	225.0	235.6564344746163
6360.0	235.0	235.6556603773585
6367.5	226.0	235.64428739693759
6375.0	229.0	235.63647058823528
6382.5	202.0	235.59694477085782
6390.0	230.0	235.59037558685446
6397.5	222.0	235.5744431418523
6405.0	235.0	235.5737704918033
6412.5	251.0	235.59181286549708
6420.0	238.0	235.5946261682243
6427.5	239.0	235.59859976662779
6435.0	236.0	235.5990675990676
6442.5	231.0	235.59371362048893
6450.0	223.0	235.57906976744187
6457.5	249.0	235.59465737514518
6465.0	264.0	235.62761020881672
6472.5	210.0	235.59791425260718
6480.0	239.0	235.60185185185185
6487.5	224.0	235.5884393063584
6495.0	238.0	235.59122401847574
6502.5	234.0	235.58938869665513
6510.0	243.0	235.5979262672811
6517.5	242.0	235.6052934407365
6525.0	241.0	235.61149425287357
6532.5	225.0	235.59931113662458
6540.0	254.0	235.6204128440367
6547.5	231.0	235.6151202749141
6555.0	230.0	235.6086956521739
6562.5	239.0	235.61257142857144
6570.0	239.0	235.6164383561644
6577.5	240.0	235.62143671607754
6585.0	226.0	235.61047835990888
6592.5	222.0	235.59499431171787
6600.0	258.0	235.62045454545455
6607.5	226.0	235.6095346197503
6615.0	265.0	235.64285714285714
6622.5	234.0	235.6409966024915
6630.0	234.0	235.6391402714932
6637.5	204.0	235.60338983050846
6645.0	244.0	235.61286681715575
6652.5	258.0	235.6381059751973
6660.0	241.0	235.64414414414415
6667.5	232.0	235.6400449943757
6675.0	223.0	235.6258426966292
6682.5	258.0	235.65095398428733
6690.0	244.0	235.6603139013453
6697.5	264.0	235.69204927211646
6705.0	245.0	235.70246085011186
6712.5	235.0	235.70167597765362
6720.0	259.0	235.72767857142858
6727.5	222.0	235.7123745819398
6735.0	222.0	235.69710467706014
6742.5	248.0	235.71078976640712
6750.0	238.0	235.71333333333334
6757.5	275.0	235.75693673695895
6765.0	247.0	235.76940133037695
6772.5	249.0	235.78405315614617
6780.0	224.0	235.77101769911505
6787.5	239.0	235.7745856353591
6795.0	255.0	235.79580573951435
6802.5	243.0	235.8037486218302
6810.0	243.0	235.81167400881057
6817.5	230.0	235.8052805280528
6825.0	237.0	235.8065934065934
6832.5	228.0	235.7980241492865
6840.0	240.0	235.80263157894737
6847.5	226.0	235.7918948521358
6855.0	219.0	235.77352297592998
6862.5	241.0	235.77923497267759
6870.0	233.0	235.77620087336246
6877.5	226.0	235.76553980370775
6885.0	226.0	235.7549019607843
6892.5	237.0	235.75625680087052
6900.0	219.0	235.73804347826086
6907.5	229.0	235.73072747014115
6915.0	271.0	235.76898047722344
6922.5	223.0	235.7551462621885
6930.0	205.0	235.72186147186147
6937.5	267.0	235.7556756756757
6945.0	252.0	235.7732181425486
6952.5	236.0	235.7734627831715
6960.0	220.0	235.75646551724137
6967.5	222.0	235.7416576964478
6975.0	228.0	235.73333333333332
6982.5	248.0	235.74650912996776
6990.0	264.0	235.77682403433477
6997.5	236.0	235.7770632368703
7005.0	243.0	235.7847965738758
7012.5	231.0	235.77967914438503
7020.0	252.0	235.79700854700855
7027.5	231.0	235.79188900747064
7035.0	243.0	235.79957356076758
7042.5	246.0	235.81043663471777
7050.0	244.0	235.81914893617022
7057.5	267.0	235.85228480340064
7065.0	224.0	235.83970276008492
7072.5	225.0	235.82820784729586
7080.0	243.0	235.83580508474577
7087.5	241.0	235.84126984126985
7095.0	213.0	235.81712473572938
7102.5	237.0	235.818373812038
7110.0	229.0	235.81118143459915
7117.5	249.0	235.82507903055847
7125.0	251.0	235.84105263157895
7132.5	274.0	235.88117770767613
7140.0	208.0	235.8518907563025
7147.5	228.0	235.8436516264428
7155.0	246.0	235.85429769392033
7162.5	211.0	235.8282722513089
7170.0	223.0	235.81485355648536
7177.5	229.0	235.80773249738766
7185.0	261.0	235.8340292275574
7192.5	257.0	235.8561001042753
7200.0	230.0	235.85
7207.5	229.0	235.84287200832466
7215.0	245.0	235.85239085239084
7222.5	243.0	235.85981308411215
7230.0	233.0	235.85684647302904
7237.5	279.0	235.9015544041451
7245.0	247.0	235.91304347826087
7252.5	246.0	235.923474663909
7260.0	223.0	235.91012396694214
7267.5	252.0	235.92672858617132
7275.0	226.0	235.91649484536083
7282.5	260.0	235.94129763130792
7290.0	226.0	235.93106995884773
7297.5	217.0	235.91161356628982
7305.0	244.0	235.9199178644764
7312.5	251.0	235.9353846153846
7320.0	214.0	235.91290983606558
7327.5	253.0	235.93039918116685
7335.0	248.0	235.94274028629857
7342.5	249.0	235.95607763023494
7350.0	258.0	235.97857142857143
7357.5	223.0	235.96534148827726
7365.0	247.0	235.97657841140528
7372.5	259.0	236.0
7380.0	241.0	236.005081300813
7387.5	239.0	236.00812182741117
7395.0	225.0	235.99695740365112
7402.5	218.0	235.9787234042553
7410.0	261.0	236.00404858299595
7417.5	237.0	236.005055611729
7425.0	233.0	236.0020202020202
7432.5	232.0	235.99798183652877
7440.0	249.0	236.0110887096774
7447.5	231.0	236.0060422960725
7455.0	253.0	236.023138832998
7462.5	225.0	236.01206030150755
7470.0	221.0	235.99698795180723
7477.5	207.0	235.9679037111334
7485.0	237.0	235.9689378757515
7492.5	279.0	236.012012012012
7500.0	244.0	236.02
7507.5	224.0	236.00799200799202
7515.0	238.0	236.00998003992015
7522.5	238.0	236.01196410767696
7530.0	229.0	236.00498007968127
7537.5	235.0	236.00398009950248
7545.0	239.0	236.006958250497
7552.5	239.0	236.00993048659384
7560.0	242.0	236.015873015873
7567.5	246.0	236.02576808721506
7575.0	250.0	236.03960396039605
7582.5	223.0	236.026706231454
7590.0	246.0	236.03656126482213
7597.5	240.0	236.04047384007896
7605.0	255.0	236.05917159763314
7612.5	261.0	236.08374384236453
7620.0	232.0	236.07972440944883
7627.5	236.0	236.0796460176991
7635.0	215.0	236.05893909626718
7642.5	235.0	236.05789990186457
7650.0	238.0	236.05980392156863
7657.5	262.0	236.08521057786484
7665.0	232.0	236.08121330724072
7672.5	270.0	236.11436950146629
7680.0	234.0	236.1123046875
7687.5	245.0	236.1209756097561
7695.0	261.0	236.14522417153995
7702.5	238.0	236.14703018500487
7710.0	254.0	236.16439688715954
7717.5	246.0	236.17395529640427
7725.0	260.0	236.1970873786408
7732.5	257.0	236.2172647914646
